time_ms,trial,obstacle,condition,cameraPositionX,cameraPositionY,cameraPositionZ
134452.30000000005,7,human,head-on,0.7047348618507385,1.8593080043792725,-2.7561118602752686
134463.59999999986,7,human,head-on,0.7068337202072144,1.8589848279953003,-2.763190507888794
134474.59999999986,7,human,head-on,0.7088282704353333,1.8585810661315918,-2.7703585624694824
134485.8999999999,7,human,head-on,0.7106478214263916,1.8579083681106567,-2.7776846885681152
134497,7,human,head-on,0.712269127368927,1.8571765422821045,-2.7850124835968018
134508.30000000005,7,human,head-on,0.7136498093605042,1.8564645051956177,-2.792386054992676
134519.19999999995,7,human,head-on,0.7147769331932068,1.8560529947280884,-2.799720287322998
134530.3999999999,7,human,head-on,0.7156625986099243,1.8556641340255737,-2.8069651126861572
134541.59999999986,7,human,head-on,0.7162607908248901,1.8556318283081055,-2.8142380714416504
134552.80000000005,7,human,head-on,0.7166723012924194,1.856183409690857,-2.8216664791107178
134564.19999999995,7,human,head-on,0.7169860601425171,1.8570835590362549,-2.829340934753418
134575.19999999995,7,human,head-on,0.7169188261032104,1.8573881387710571,-2.8370087146759033
134586.3999999999,7,human,head-on,0.7166407704353333,1.8581581115722656,-2.844459056854248
134597.3999999999,7,human,head-on,0.7164372205734253,1.8590846061706543,-2.851810932159424
134608.5,7,human,head-on,0.7160747647285461,1.859602928161621,-2.858501434326172
134619.69999999995,7,human,head-on,0.7154455184936523,1.859985113143921,-2.864941120147705
134630.8999999999,7,human,head-on,0.7147453427314758,1.8605091571807861,-2.871042251586914
134642.09999999986,7,human,head-on,0.7140368223190308,1.8611632585525513,-2.87699031829834
134653.19999999995,7,human,head-on,0.7134020328521729,1.8617981672286987,-2.8828155994415283
134664.5,7,human,head-on,0.7128278613090515,1.862430214881897,-2.8885207176208496
134675.5,7,human,head-on,0.7122926712036133,1.8630427122116089,-2.8941471576690674
134686.69999999995,7,human,head-on,0.7115617990493774,1.863612174987793,-2.899672031402588
134697.69999999995,7,human,head-on,0.7106276154518127,1.8642016649246216,-2.9051554203033447
134709,7,human,head-on,0.7096163034439087,1.8646982908248901,-2.9105305671691895
134720.3999999999,7,human,head-on,0.7087008357048035,1.8650927543640137,-2.915876626968384
134731.80000000005,7,human,head-on,0.7077323198318481,1.865452766418457,-2.9212310314178467
134742.80000000005,7,human,head-on,0.7066857814788818,1.865846037864685,-2.926636219024658
134754.19999999995,7,human,head-on,0.7056236863136292,1.866148591041565,-2.9321179389953613
134765.5,7,human,head-on,0.7044950723648071,1.86622953414917,-2.9375975131988525
134776.59999999986,7,human,head-on,0.7033167481422424,1.8662642240524292,-2.943141460418701
